Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Month,DayOfWeek,Is_Weekend,Likes_Per_View,Shares_Per_View,Comments_Per_View,Engagement_Rate
2023-07-08,Instagram,#Tech,Post,Australia,3535094,277346,18702,27624,High,7,5,1,0.07845505664064378,0.005290382660263065,0.007814219367292638,9.155965866819948
2023-08-10,YouTube,#Education,Shorts,Brazil,737845,258734,17484,7028,Medium,8,3,0,0.3506617243458992,0.023696033719819203,0.009525035745990012,38.38827938117084
2023-12-19,Twitter,#Comedy,Video,India,435830,288717,492,10374,Medium,12,1,0,0.6624532501204599,0.0011288805268109125,0.023802858912878876,68.73849895601496
2022-11-14,TikTok,#Fitness,Video,Brazil,2693423,222683,32845,15899,High,11,0,0,0.08267657920794469,0.01219451976165645,0.005902897539673493,10.077399650927463
2022-05-23,Instagram,#Challenge,Live Stream,UK,4621169,273643,43438,18369,Medium,5,0,0,0.05921510336453828,0.009399786071446424,0.003974968238556089,7.258985767454079
2022-02-13,Twitter,#Comedy,Video,Japan,4185185,11304,89974,12613,High,2,6,1,0.002700955871723711,0.02149821334062891,0.003013725797067513,2.7212895009420133
2023-11-10,Instagram,#Music,Live Stream,UK,1170696,429372,49207,49136,Low,11,4,0,0.36676643637630946,0.04203226115063176,0.04197161346754409,45.07703109944853
2023-02-02,TikTok,#Gaming,Video,USA,1215490,112430,80565,2738,Medium,2,3,0,0.09249767583443715,0.06628191099885643,0.0022525894906580885,16.103217632395168
2022-06-01,Twitter,#Music,Tweet,Japan,3218850,182607,48640,15068,Medium,6,2,0,0.05673050934339904,0.015110986843127203,0.004681174953787844,7.652267114031409
2022-09-13,TikTok,#Fitness,Post,Germany,2206465,108422,93547,6106,Low,9,1,0,0.049138327596404206,0.042396774931848,0.0027673223912457255,9.430242491949793
2022-05-14,YouTube,#Comedy,Shorts,UK,1145845,286985,22315,26378,Low,5,5,1,0.25045708625512175,0.01947471080294455,0.023020565608786528,29.295236266685286
2023-06-14,YouTube,#Challenge,Tweet,India,1033019,459345,67564,42749,Medium,6,2,0,0.44466268287417754,0.0654044117291163,0.041382588316381405,55.14496829196752
2022-07-21,TikTok,#Viral,Post,Germany,2416729,370531,45676,35700,High,7,3,0,0.15331921783534685,0.01889992630534909,0.014772032776533902,18.699117691722986
2022-04-03,Twitter,#Gaming,Tweet,USA,1942872,108781,71823,49737,Medium,4,6,1,0.05598979243099906,0.036967437896063146,0.025599730707941644,11.855696103500385
2022-07-27,YouTube,#Comedy,Post,India,4713381,439146,82572,17212,High,7,2,0,0.0931700620000802,0.017518634712534377,0.003651731103426606,11.434042781604118
2022-02-23,TikTok,#Fashion,Video,Germany,2194817,62191,83327,16736,Medium,2,2,0,0.028335391971175728,0.03796535200884629,0.007625237092659661,7.392598107268168
2023-12-13,Instagram,#Challenge,Tweet,India,1150787,65081,31527,30435,Medium,12,2,0,0.056553471667650054,0.02739603419225278,0.026447118363346126,11.039662422324897
2022-02-18,YouTube,#Education,Reel,Australia,3865208,392633,38093,35867,Low,2,4,0,0.10158133792541048,0.009855355779042162,0.009279448867952254,12.07161425724049
2022-03-23,Twitter,#Challenge,Reel,Australia,2680307,263946,18402,30996,Low,3,2,0,0.09847603278281182,0.006865631436995837,0.011564346919961034,11.690601113976868
2022-11-30,Twitter,#Viral,Live Stream,UK,1332493,308312,80258,33772,High,11,2,0,0.23137982713605248,0.0602314608782185,0.0253449736696553,31.695626168392632
2023-09-04,Instagram,#Gaming,Live Stream,Brazil,4312788,124275,98380,8457,Medium,9,0,0,0.028815466932295305,0.022811230229726108,0.0019609125234071323,5.358760968542854
2022-09-29,TikTok,#Fitness,Post,Japan,2723438,27284,56796,28506,High,9,3,0,0.010018219617997546,0.02085452284942782,0.010466917183354275,4.133965965077964
2022-03-07,Twitter,#Comedy,Reel,Brazil,58002,227583,4238,44828,High,3,0,0,3.9237095272576807,0.07306644598462123,0.7728699010378952,476.96458742801974
2023-08-18,Twitter,#Comedy,Video,Canada,4925883,316798,20215,12908,High,8,4,0,0.06431293638115237,0.004103832754452349,0.0026204438879283165,7.1037213023533035
2022-09-07,YouTube,#Education,Video,Brazil,131069,228706,29198,32033,High,9,2,0,1.7449282439020668,0.22276816028198887,0.2443979888455699,221.20943930296258
2022-09-30,Instagram,#Dance,Shorts,Canada,3529950,52867,17076,23240,High,9,4,0,0.014976699386676865,0.0048374622870012325,0.006583662658111305,2.63978243317894
2023-03-11,TikTok,#Comedy,Live Stream,Australia,4274328,51628,65728,40477,High,3,5,1,0.012078623821101236,0.01537738797771252,0.009469792678521629,3.6925804477335387
2022-11-18,Instagram,#Music,Reel,Canada,2564894,135335,28533,7583,Medium,11,4,0,0.05276436375148447,0.011124436331481925,0.0029564574598404457,6.684525754280683
2022-08-21,YouTube,#Comedy,Reel,Brazil,2316873,378566,70870,21370,High,8,6,1,0.16339523141751836,0.030588642536729462,0.009223638930575824,20.320751288482363
2023-06-24,YouTube,#Gaming,Tweet,UK,2889436,3090,98325,6440,Medium,6,5,1,0.0010694128542732906,0.034029132328938935,0.0022288086671585737,3.7327353850370804
2023-03-09,Instagram,#Fitness,Reel,Japan,731621,11172,59313,35492,Low,3,3,0,0.015270201374755508,0.08107066363595358,0.04851145606810083,14.485232107880993
2023-05-01,YouTube,#Fitness,Tweet,Brazil,4992676,208217,31640,7211,Low,5,0,0,0.041704488735099174,0.006337282851921495,0.0014443156335400094,4.9486087220560675
2023-10-07,Twitter,#Education,Shorts,Brazil,1722843,246553,36913,1078,Medium,10,5,1,0.14310822286186264,0.021425631935121193,0.0006257099457118264,16.515956474269565
2022-05-25,Twitter,#Comedy,Tweet,Japan,1478257,214006,34075,4887,Medium,5,2,0,0.14476914366040547,0.02305079563296504,0.0033059204184387424,17.112585971180923
2022-12-18,YouTube,#Education,Video,Brazil,4514734,379897,38918,39164,High,12,6,1,0.08414604271259392,0.008620219928793147,0.008674708188788087,10.144097083017515
2022-10-04,Instagram,#Gaming,Shorts,Australia,2612014,187743,54867,13925,Medium,10,1,0,0.0718767204157405,0.02100563013827644,0.00533113528487979,9.821348583889673
2022-02-14,YouTube,#Fashion,Tweet,Germany,721066,233419,19504,20612,Medium,2,0,0,0.32371377932117174,0.027048841576221873,0.028585455422943253,37.93480763203368
2023-09-07,Twitter,#Comedy,Video,Brazil,539158,353308,56963,25082,High,9,3,0,0.6552958501960464,0.10565177554631482,0.04652068595847599,80.74683117008372
2022-12-14,Instagram,#Comedy,Shorts,Canada,4425278,417054,96321,45234,Medium,12,2,0,0.0942435706864066,0.02176609017557767,0.01022173070256829,12.623139156455254
2022-03-06,YouTube,#Dance,Tweet,India,4569636,460529,21363,19829,Medium,3,6,1,0.10078023720051225,0.004674989430230329,0.00433929529616801,10.97945219269106
2022-03-06,TikTok,#Comedy,Reel,Germany,2331434,254470,63786,40585,Low,3,6,1,0.10914741742635649,0.027359127472619857,0.01740774133001406,15.391428622899038
2022-10-29,TikTok,#Music,Post,Germany,2321225,141180,73404,20751,High,10,5,1,0.060821333563097074,0.03162295770552187,0.008939676248532563,10.13839675171515
2023-06-03,Instagram,#Challenge,Shorts,USA,1596330,438566,46359,10781,Medium,6,5,1,0.2747339209311358,0.029040987765687545,0.0067536161069453055,31.052852480376863
2023-02-21,Instagram,#Dance,Shorts,Brazil,2568596,17463,27489,29011,Medium,2,1,0,0.006798655763693473,0.010701955465164626,0.01129449707155193,2.879510830041003
2023-08-21,Instagram,#Music,Tweet,Australia,1602583,95273,33154,31607,High,8,0,0,0.059449650969715766,0.02068785204884864,0.019722535431862188,9.98600384504266
2022-03-21,YouTube,#Challenge,Tweet,Australia,4042630,463439,13491,9970,High,3,0,0,0.11463799556229484,0.003337183961925776,0.0024662162997850408,12.044139582400566
2023-08-04,TikTok,#Gaming,Video,Japan,1644851,298638,90093,8246,Low,8,4,0,0.18155930233194376,0.054772742333500116,0.0050132200424232954,24.134526470786717
2023-01-22,Twitter,#Music,Reel,Canada,4813102,139163,69572,25727,High,1,6,1,0.02891337021322216,0.014454711327538871,0.005345201493756002,4.871328303451703
2023-09-28,YouTube,#Music,Tweet,USA,2436911,216568,32707,19949,Medium,9,3,0,0.088869884866538,0.013421499595184232,0.008186183245920757,11.0477567707643
2022-10-05,Twitter,#Challenge,Tweet,Brazil,163743,224473,55311,4919,Medium,10,2,0,1.370886083679913,0.33779153918030086,0.03004097885100432,173.87186017112182
2023-05-12,YouTube,#Music,Post,Brazil,2407043,77842,28524,16655,Medium,5,4,0,0.03233926440034515,0.011850224528602106,0.006919278135039548,5.110876706398681
2022-05-17,Instagram,#Education,Tweet,Germany,946340,417158,91240,25016,Low,5,1,0,0.4408119703277892,0.09641355115497602,0.026434473867743096,56.365999535050825
2023-05-31,Instagram,#Comedy,Reel,UK,3747884,82226,76069,31192,Medium,5,2,0,0.021939312956324154,0.020296519315966023,0.008322562811442403,5.055839508373258
2022-12-18,TikTok,#Tech,Video,Japan,4199267,328742,88715,29237,Medium,12,6,1,0.07828556745736816,0.021126306091039222,0.0069624055817360505,10.637427913014342
2022-02-21,TikTok,#Music,Reel,Canada,4909699,192610,29375,34738,High,2,0,0,0.03923051087245878,0.005983055173036066,0.0070753828289677224,5.228894887446256
2022-05-26,Twitter,#Education,Video,UK,3631559,342320,77277,42683,High,5,3,0,0.09426254674645242,0.02127929079494509,0.011753354413352502,12.729519195475
2023-08-12,Twitter,#Education,Post,Canada,438926,418878,61638,26939,High,8,5,1,0.9543248748080542,0.14042913839690518,0.0613748103324934,115.61288235374528
2022-10-16,Instagram,#Challenge,Tweet,Canada,3093066,372946,38682,18578,High,10,6,1,0.1205748600256186,0.012506037698516617,0.006006338047749385,13.908723577188459
2022-03-08,YouTube,#Dance,Video,UK,1603866,238566,18807,26566,Medium,3,1,0,0.14874434647283502,0.01172604195113557,0.016563727892479795,17.70341163164504
2023-10-06,Instagram,#Fitness,Reel,Canada,3634352,280654,38955,13864,Low,10,4,0,0.07722256952546148,0.010718554504351807,0.003814710297736708,9.175583432755
2023-12-30,Instagram,#Dance,Post,Brazil,3727003,242287,93794,1561,Low,12,5,1,0.06500853366632654,0.025166065066220766,0.00041883518741465996,9.059343391996197
2022-04-03,Twitter,#Dance,Live Stream,Brazil,772421,247479,23789,12567,High,4,6,1,0.32039393025306145,0.030797971572497383,0.0162696249843026,36.74615268098614
2022-04-19,TikTok,#Music,Reel,India,1772246,493760,4974,31362,Low,4,1,0,0.27860692025824857,0.0028066081119663975,0.01769618890379778,29.910971727401275
2022-09-15,Instagram,#Education,Shorts,Japan,4660917,108250,64438,46473,Low,9,3,0,0.023225043483932454,0.013825176462056716,0.009970784718972683,4.702100466496185
2023-05-06,YouTube,#Fashion,Post,Germany,126887,164296,64233,4209,High,5,5,1,1.2948213765003507,0.5062220716070204,0.033171246857440086,183.42146949648114
2022-04-09,YouTube,#Fitness,Shorts,India,3424500,479439,45234,17018,High,4,5,1,0.14000262812089356,0.013208935611038107,0.004969484596291429,15.81810483282231
2023-01-03,YouTube,#Gaming,Post,Germany,3895699,248131,52488,39519,Low,1,1,0,0.06369357591538771,0.013473320192345456,0.010144264225752554,8.731116033348572
2023-06-26,TikTok,#Comedy,Video,Japan,75475,85849,52358,44489,Medium,6,0,0,1.1374494865849618,0.6937131500496854,0.5894534614110633,242.06160980457105
2022-04-21,Twitter,#Viral,Post,Australia,4815367,353822,49194,24139,Medium,4,3,0,0.07347768093273056,0.010216043761565837,0.005012909711762364,8.870663440605878
2023-11-21,YouTube,#Dance,Video,India,3148221,85754,68644,17491,Low,11,1,0,0.027238875542727147,0.02180406013427901,0.005555836137297858,5.459877181430402
2023-04-15,Instagram,#Viral,Shorts,USA,3233563,150813,58386,1709,Low,4,5,1,0.0466398830021249,0.018056243221486638,0.0005285191598246269,6.522464538343617
2022-02-02,Instagram,#Music,Tweet,Brazil,3824375,327312,21152,33353,Low,2,2,0,0.08558574930544206,0.005530838372283053,0.008721163588821704,9.983775126654681
2023-05-29,Instagram,#Viral,Shorts,Australia,1004552,189682,46042,10235,Medium,5,0,0,0.18882248007071809,0.045833366515620894,0.010188621395408102,24.48444679817471
2022-07-12,TikTok,#Fitness,Live Stream,USA,3269477,35752,21135,8550,Low,7,1,0,0.01093508227768539,0.006464336650785432,0.002615097154682538,2.001451608315336
2023-10-16,Instagram,#Fashion,Tweet,USA,481808,61671,7895,34339,Low,10,0,0,0.12799911998140337,0.0163861953309202,0.0712711287483811,21.565644406070465
2022-04-24,TikTok,#Music,Shorts,Brazil,696436,342863,72320,35891,Low,4,6,1,0.49231085124835594,0.10384299490549023,0.051535245162513135,64.76890913163594
2023-05-03,YouTube,#Dance,Reel,Canada,4701021,315148,11535,1792,Medium,5,2,0,0.06703820297760849,0.0024537222871371983,0.000381193787477231,6.98731190522229
2022-10-22,YouTube,#Fitness,Live Stream,Canada,1546021,17786,66926,20602,Low,10,5,1,0.011504371544759095,0.04328919206142737,0.013325821576809112,6.811938518299557
2023-10-12,TikTok,#Fitness,Post,Brazil,3504067,17759,35751,7695,High,10,3,0,0.005068110855186273,0.010202715872727319,0.0021960196537337898,1.746684638164738
2023-08-08,Instagram,#Music,Reel,UK,3816051,462424,91866,41600,High,8,1,0,0.12117867397474509,0.024073577633003333,0.010901321811474742,15.615357341922318
2023-02-14,YouTube,#Dance,Live Stream,India,254262,162743,48675,19106,Low,2,1,0,0.6400602528100935,0.19143639238266041,0.07514296277068536,90.66396079634393
2022-03-21,YouTube,#Viral,Video,UK,497552,297185,73947,641,Medium,3,0,0,0.5972943531530372,0.14862165160626428,0.001288307553783323,74.72043123130848
2023-04-27,YouTube,#Music,Tweet,Brazil,3225580,37018,52907,33089,Medium,4,3,0,0.011476385642272088,0.016402321442965297,0.010258310133371362,3.8137017218608746
2023-10-17,Instagram,#Gaming,Video,Canada,4336522,340438,51068,2711,Medium,10,1,0,0.07850484789423413,0.011776257563088576,0.0006251553664434309,9.090626082376614
2022-06-04,Twitter,#Music,Tweet,USA,3912292,422606,17064,4866,High,6,5,1,0.10802005576270891,0.00436163762827519,0.0012437721928731291,11.362546558385723
2022-02-25,TikTok,#Education,Reel,Canada,2097593,470212,25616,38553,Low,2,4,0,0.22416741474633067,0.012212092622353336,0.018379637994596663,25.475914536328066
2023-05-29,Instagram,#Music,Live Stream,Japan,1922920,346738,31025,28656,Low,5,0,0,0.18031847398747738,0.016134316560231315,0.014902336030620099,21.135512657832876
2023-06-27,TikTok,#Fashion,Tweet,Australia,1425733,248984,28436,18316,High,6,1,0,0.17463578383890954,0.019944828379507243,0.012846725158216861,20.742733737663364
2022-11-12,Twitter,#Music,Live Stream,USA,580864,103465,61418,35190,High,11,5,1,0.17812258979726753,0.10573559387395329,0.06058216725429705,34.444035092551786
2022-09-19,YouTube,#Dance,Video,Australia,1175324,386762,41178,14302,Medium,9,0,0,0.32906841007245663,0.03503544554522838,0.012168559478067324,37.627241509575235
2022-12-05,Twitter,#Education,Video,Australia,3768701,155300,63361,36129,High,12,0,0,0.04120783261924998,0.01681242422787056,0.009586592303289648,6.760684915041018
2022-12-07,TikTok,#Challenge,Post,UK,4896941,498119,72555,17441,Medium,12,2,0,0.10172044139392326,0.014816392519329924,0.003561611218105344,12.009844513135853
2022-10-15,Instagram,#Tech,Live Stream,UK,706597,69502,74826,29444,Low,10,5,1,0.0983615837599084,0.10589628883224808,0.04167014578323995,24.592801837539643
2022-02-16,YouTube,#Viral,Live Stream,Germany,2202632,334540,11889,34157,High,2,2,0,0.1518819303451507,0.005397633376796487,0.015507356653312945,17.278692037526014
2022-05-07,TikTok,#Fashion,Video,India,1921116,184294,14637,49378,Low,5,5,1,0.0959306986147635,0.007619008951047204,0.025702768599085116,12.925247616489582
2023-11-20,YouTube,#Education,Post,Japan,1159351,420250,27287,11919,High,11,0,0,0.36248728814655784,0.02353644409674033,0.01028075190343563,39.63044841467338
2023-04-26,Instagram,#Challenge,Reel,UK,4402298,311108,37588,11747,Low,4,2,0,0.07066945490741426,0.00853826796822932,0.002668379105639827,8.187610198128342
2022-03-25,Instagram,#Fitness,Shorts,USA,4421041,282996,32876,25568,Medium,3,4,0,0.06401116841033594,0.00743625765967789,0.005783253310702162,7.7230679380715985
2023-03-18,Twitter,#Gaming,Tweet,Canada,4695987,154844,98585,41625,High,3,5,1,0.03297368583005021,0.020993456753606855,0.008863951284362584,6.283109386801964
2023-06-21,TikTok,#Comedy,Post,Canada,4052947,12513,92796,34676,Medium,6,2,0,0.003087383081989476,0.022895932268544347,0.00855574968041773,3.4539065030951557
2023-12-16,YouTube,#Viral,Shorts,UK,2529356,62626,51604,9450,High,12,5,1,0.024759662143249112,0.020402031188966677,0.0037361288802367086,4.88978222124525
2023-09-01,Instagram,#Dance,Reel,Canada,2608658,98810,82993,34706,High,9,4,0,0.03787771336832962,0.03181444252178706,0.013304158690023759,8.299631458014044
2022-07-03,YouTube,#Viral,Tweet,USA,377017,45347,90037,7314,Medium,7,6,1,0.12027839593440083,0.23881416487850682,0.019399655718442405,37.849221653135004
2023-07-12,YouTube,#Gaming,Reel,Canada,1197713,480028,4619,28503,High,7,2,0,0.40078716687553695,0.0038565165444476262,0.02379785474483453,42.844153816481914
2023-12-11,YouTube,#Challenge,Shorts,USA,685501,323225,86718,942,High,12,0,0,0.4715164529300468,0.12650309773435778,0.0013741774264370147,59.939372809084155
2022-05-19,Twitter,#Fitness,Reel,USA,4546322,274686,66066,11339,Medium,5,3,0,0.060419389563695663,0.014531746761448045,0.002494104025187833,7.744524035033154
2022-03-05,TikTok,#Fitness,Reel,Canada,4713541,333744,29836,35318,Medium,3,5,1,0.07080536692053808,0.006329848409083532,0.00749288061777759,8.46280959473992
2023-04-20,Instagram,#Viral,Video,Australia,1060579,3040,27023,2492,Medium,4,3,0,0.0028663588473843062,0.02547947866212701,0.002349659949895293,3.0695497459406607
2022-12-12,Instagram,#Comedy,Live Stream,USA,410897,318387,21785,34447,High,12,0,0,0.7748584195065916,0.05301815296777538,0.08383366147720718,91.17102339515742
2023-12-13,Instagram,#Education,Shorts,Germany,4726108,458831,19832,13777,High,12,2,0,0.0970843239299652,0.004196264664286131,0.002915083616371018,10.419567221062236
2023-02-01,YouTube,#Education,Video,Brazil,770800,35563,35816,14691,High,2,2,0,0.0461377789309808,0.04646600934094448,0.01905941878567722,11.16632070576025
2023-06-15,Twitter,#Comedy,Video,USA,4533943,426510,48183,8972,Medium,6,3,0,0.09407043714488691,0.010627173742590059,0.0019788515206300566,10.667646240810704
2023-06-06,YouTube,#Fitness,Video,Germany,1270412,89497,4376,37047,High,6,1,0,0.07044722499472612,0.0034445518461727375,0.029161405906115496,10.305318274701436
2023-09-07,TikTok,#Comedy,Reel,UK,1756485,100469,98551,12449,Low,9,3,0,0.05719889438281568,0.05610694085061928,0.007087450220184061,12.039328545361903
2022-03-20,TikTok,#Music,Live Stream,India,2829947,427028,21324,41946,Medium,3,6,1,0.1508961121886735,0.007535123449308415,0.014822185715845562,17.325342135382748
2023-06-28,Instagram,#Fashion,Live Stream,UK,3243480,129261,28764,26090,High,6,2,0,0.03985256576269932,0.008868252617558919,0.008043829467115567,5.676464784737381
2023-12-20,Instagram,#Viral,Post,Germany,3735626,401542,46135,21504,Medium,12,2,0,0.1074898825524825,0.012350005059392991,0.005756464913778842,12.559635252565435
2023-06-15,Twitter,#Comedy,Shorts,Germany,4498516,43442,4784,20611,High,6,3,0,0.009656962429387825,0.0010634618171859343,0.004581733176007376,1.5302157422581135
2023-11-12,Twitter,#Comedy,Post,Canada,1618175,479812,23146,21565,Low,11,6,1,0.2965142830657994,0.014303768133854497,0.01332674154525932,32.41447927449133
2022-03-04,TikTok,#Viral,Live Stream,India,4451895,37935,75953,5049,Medium,3,4,0,0.008521090456985172,0.01706082466006049,0.0011341237832428663,2.671603890028853
2022-02-01,Twitter,#Fashion,Live Stream,India,3418485,381998,46412,12524,High,2,1,0,0.11174482263341802,0.01357677450683563,0.0036636112195899645,12.898520835984362
2023-09-16,Instagram,#Fashion,Video,Germany,4546358,102608,86881,9657,Medium,9,5,1,0.022569274131073708,0.01911002169208848,0.002124117810344016,4.38034136335062
2023-12-26,Instagram,#Dance,Video,Brazil,1430779,315712,1000,5052,Low,12,1,0,0.2206574180918227,0.0006989199589873768,0.003530943632804228,22.48872816836143
2022-05-13,Instagram,#Challenge,Reel,USA,228932,378052,98315,7270,High,5,4,0,1.6513724599444377,0.42945066657348036,0.03175615466601436,211.25792811839324
2022-10-21,Instagram,#Fashion,Shorts,Canada,965970,292954,63900,42310,Medium,10,4,0,0.303274428812489,0.0661511227056741,0.04380053210762239,41.32260836257855
2023-12-10,Instagram,#Gaming,Post,Germany,4926990,270638,91444,45562,High,12,6,1,0.054929683234591506,0.01855981035074153,0.009247430987276208,8.273692457260925
2023-03-02,TikTok,#Gaming,Shorts,India,669836,263122,65316,40965,Medium,3,3,0,0.39281555485223246,0.0975104353901552,0.06115676075935005,55.14827510017377
2023-07-17,Twitter,#Fashion,Reel,Australia,2961889,127008,56377,5965,Medium,7,0,0,0.04288074266118683,0.019034136660759402,0.002013917469560811,6.392879679150703
2023-05-16,YouTube,#Fitness,Tweet,Canada,4516859,6718,93371,39835,Low,5,1,0,0.0014873167393536083,0.02067166586337984,0.008819181648132031,3.097816425086548
2022-05-17,YouTube,#Tech,Live Stream,Brazil,3707778,357641,98906,36604,Medium,5,1,0,0.09645696155487195,0.026675275596327503,0.009872219965704527,13.300445711690397
2023-11-17,Twitter,#Fitness,Shorts,Australia,3611304,361772,97629,18007,High,11,4,0,0.10017766435614393,0.027034279030510863,0.004986287501689141,13.219823088834392
2023-03-04,TikTok,#Music,Reel,USA,3313871,187673,20108,13412,Medium,3,5,1,0.05663256053117336,0.006067828228678787,0.004047230565100452,6.67476193249526
2022-04-05,TikTok,#Education,Reel,Brazil,3999565,142354,67251,9930,High,4,1,0,0.035592370670310396,0.016814578585421163,0.0024827700012376346,5.488971925696919
2023-08-31,YouTube,#Dance,Shorts,USA,650479,96466,68604,9627,Low,8,3,0,0.14829994511736735,0.10546689439628336,0.01479986287028482,26.856670238393555
2022-10-07,Twitter,#Viral,Post,Brazil,4365247,320273,13480,21042,High,10,4,0,0.07336881509797727,0.0030880268630847237,0.004820345790284032,8.127718775134603
2023-07-02,Instagram,#Fitness,Video,UK,202210,289749,57498,29545,High,7,6,1,1.4329113298056475,0.28434795509618715,0.1461104792047871,186.33697641066217
2022-10-30,Twitter,#Viral,Live Stream,UK,4066789,201905,49387,17566,High,10,6,1,0.04964727700404422,0.012143978947518546,0.004319378261326073,6.611063421288884
2022-11-12,YouTube,#Tech,Video,Australia,1189401,477715,32182,43920,Low,11,5,1,0.40164334820636605,0.027057317086499843,0.036926150221834354,46.56268155147003
2023-12-21,TikTok,#Challenge,Post,USA,2750438,214384,71731,19226,Medium,12,3,0,0.07794540360480767,0.026079846191770183,0.006990159385523324,11.101540918210118
2022-02-02,YouTube,#Viral,Video,Australia,540884,177369,13503,5565,High,2,2,0,0.3279242869080986,0.024964687437602148,0.010288712552044431,36.31776868977452
2023-12-29,Instagram,#Dance,Shorts,Germany,2100020,314357,71376,21215,High,12,4,0,0.14969238388205827,0.03398824773097399,0.010102284740145332,19.37829163531776
2022-07-19,TikTok,#Comedy,Live Stream,India,952111,156942,6001,23683,Medium,7,1,0,0.16483582271394828,0.006302836539016985,0.024874200592157846,19.60128598451231
2023-05-20,Instagram,#Viral,Shorts,Brazil,2337596,467029,77732,4729,Low,5,5,1,0.19979029738243906,0.03325296586749806,0.0020230185198811088,23.506628176981824
2022-10-30,YouTube,#Fashion,Video,UK,1936713,220029,88576,32486,Low,10,6,1,0.11360950228557355,0.0457352225136094,0.016773781143618077,17.611850594280103
2022-02-28,YouTube,#Comedy,Post,Brazil,1178485,168174,81549,41849,Low,2,0,0,0.14270355583651892,0.06919816544122327,0.035510846552989646,24.741256783073183
2023-04-22,Twitter,#Challenge,Live Stream,UK,1738252,172464,4136,47211,Medium,4,5,1,0.09921691446349551,0.0023794018358672966,0.02716004353799104,12.875635983735384
2023-09-18,TikTok,#Challenge,Live Stream,UK,1948873,480313,50464,32966,Medium,9,0,0,0.24645679836500378,0.02589393972824294,0.016915417269365424,28.926615536261213
2022-05-05,Instagram,#Education,Shorts,Japan,4440766,432244,61567,31213,Low,5,3,0,0.0973354596932151,0.013864049580635413,0.00702874233859654,11.822825161244705
2022-03-08,YouTube,#Fashion,Reel,Germany,1259577,417867,13002,27756,Medium,3,1,0,0.331751850025842,0.010322513034137651,0.022035969218237552,36.41103322782172
2022-04-29,TikTok,#Dance,Tweet,Australia,4385439,312854,58495,30380,Medium,4,4,0,0.07133926614872536,0.013338459387988295,0.006927470659151797,9.160519619586545
2023-11-29,Instagram,#Viral,Reel,Australia,1831119,491782,86681,48075,High,11,2,0,0.2685691099267716,0.04733772081443096,0.02625443786012815,34.216126860133066
2023-07-18,YouTube,#Music,Live Stream,Japan,3899621,283580,75787,8200,Low,7,1,0,0.07271988739418522,0.019434452732714283,0.0021027684485235873,9.42571085754231
2023-03-13,Twitter,#Viral,Video,UK,4426493,32332,47970,18676,High,3,0,0,0.007304202220584106,0.010837021542787937,0.004219141428665989,2.236036519203803
2022-08-25,YouTube,#Viral,Video,Brazil,2854666,173661,87934,21327,Medium,8,3,0,0.060834087070081054,0.03080360364399898,0.00747092654622292,9.910861726030296
2023-04-17,Instagram,#Education,Tweet,USA,2425779,288690,80963,22285,Low,4,0,0,0.11900919251094184,0.033376082487316446,0.009186739599938824,16.15720145981971
2023-10-26,Twitter,#Fitness,Reel,Canada,1630820,161765,88321,21591,High,10,3,0,0.0991924308016826,0.054157417740768446,0.013239351982438283,16.65892005248893
2022-08-24,Twitter,#Comedy,Tweet,USA,930160,202154,89158,36847,High,8,2,0,0.21733250193515094,0.09585232648146555,0.03961361486195923,35.279844327857575
2023-12-23,Twitter,#Viral,Live Stream,Japan,2075933,83816,4897,15213,Low,12,5,1,0.04037509881099245,0.0023589393299302047,0.007328271191796652,5.006230933271931
2022-01-06,TikTok,#Education,Tweet,India,1871957,1256,81191,20129,Medium,1,3,0,0.0006709555828472556,0.043372256948209814,0.010752917935614973,5.479613046667205
2022-12-10,Twitter,#Dance,Post,USA,486370,493571,78894,34860,Low,12,5,1,1.0148056006743837,0.1622098402450809,0.07167382856672903,124.86892694861938
2023-08-04,Instagram,#Challenge,Live Stream,Canada,701100,318884,45392,11881,Medium,8,4,0,0.4548338325488518,0.06474397375552703,0.016946227357010412,53.65240336613893
2022-10-07,Instagram,#Tech,Post,Canada,4367832,28067,57644,1618,High,10,4,0,0.0064258423858793105,0.013197394038964869,0.0003704354929402047,1.9993671917784384
2023-01-06,Instagram,#Comedy,Reel,Germany,3972959,32049,94677,6195,Medium,1,4,0,0.008066783472973167,0.023830349117622406,0.0015592911983234661,3.345642378891904
2022-05-13,Instagram,#Comedy,Post,Canada,4599775,330663,79218,13710,Medium,5,4,0,0.07188677707061758,0.017222146735438145,0.0029805805718757985,9.208950437793154
2023-08-02,YouTube,#Music,Reel,India,2467372,384542,77706,4834,Medium,8,2,0,0.15585084048939518,0.03149342701465365,0.0019591695131500235,18.930343701719888
2023-07-17,Twitter,#Gaming,Post,Brazil,819788,22786,16574,2214,Medium,7,0,0,0.027794990900086365,0.020217422065216862,0.0027006982292983065,5.0713111194601534
2022-12-27,YouTube,#Comedy,Shorts,Brazil,4515293,346046,73947,36662,Low,12,1,0,0.07663865888658832,0.016377010306972327,0.00811951738237142,10.113518657593206
2023-06-18,YouTube,#Education,Live Stream,USA,4548049,300048,92372,25500,High,6,6,1,0.06597290398586295,0.020310247317036383,0.005606799750838216,9.188995105373756
